source,target
CHEMBL.COMPOUND:CHEMBL442,DOID:1042
CHEMBL.COMPOUND:CHEMBL442,DOID:409
CHEMBL.COMPOUND:CHEMBL442,DOID:0050082
CHEMBL.COMPOUND:CHEMBL442,HP:0001392
CHEMBL.COMPOUND:CHEMBL442,DOID:1257
CHEMBL.COMPOUND:CHEMBL442,DOID:12269
CHEMBL.COMPOUND:CHEMBL442,DOID:11711
CHEMBL.COMPOUND:CHEMBL442,DOID:11271
CHEMBL.COMPOUND:CHEMBL442,DOID:4285
CHEMBL.COMPOUND:CHEMBL442,DOID:2177
CHEMBL.COMPOUND:CHEMBL442,DOID:9878
CHEMBL.COMPOUND:CHEMBL442,HP:0031437
CHEMBL.COMPOUND:CHEMBL442,DOID:11271
CHEMBL.COMPOUND:CHEMBL442,DOID:10763
CHEMBL.COMPOUND:CHEMBL442,DOID:9653
CHEMBL.COMPOUND:CHEMBL442,HP:0000822
CHEMBL.COMPOUND:CHEMBL442,DOID:0111117
CHEMBL.COMPOUND:CHEMBL442,DOID:2980
CHEMBL.COMPOUND:CHEMBL442,DOID:11271
CHEMBL.COMPOUND:CHEMBL442,DOID:581
CHEMBL.COMPOUND:CHEMBL442,DOID:557
CHEMBL.COMPOUND:CHEMBL442,HP:0000077
CHEMBL.COMPOUND:CHEMBL442,HP:0000112
CHEMBL.COMPOUND:CHEMBL109,DOID:409
CHEMBL.COMPOUND:CHEMBL109,DOID:0050082
CHEMBL.COMPOUND:CHEMBL109,HP:0001392
CHEMBL.COMPOUND:CHEMBL109,DOID:1257
CHEMBL.COMPOUND:CHEMBL109,DOID:12269
CHEMBL.COMPOUND:CHEMBL109,DOID:11711
CHEMBL.COMPOUND:CHEMBL109,DOID:11271
CHEMBL.COMPOUND:CHEMBL109,DOID:4285
CHEMBL.COMPOUND:CHEMBL109,DOID:2177
CHEMBL.COMPOUND:CHEMBL109,DOID:9878
CHEMBL.COMPOUND:CHEMBL109,HP:0031437
CHEMBL.COMPOUND:CHEMBL1201558,DOID:2048
CHEMBL.COMPOUND:CHEMBL822,DOID:0111117
CHEMBL.COMPOUND:CHEMBL822,DOID:2980
CHEMBL.COMPOUND:CHEMBL822,DOID:11271
CHEMBL.COMPOUND:CHEMBL822,DOID:581
CHEMBL.COMPOUND:CHEMBL822,DOID:557
CHEMBL.COMPOUND:CHEMBL822,HP:0000077
CHEMBL.COMPOUND:CHEMBL822,HP:0000112
CHEMBL.COMPOUND:CHEMBL822,DOID:409
CHEMBL.COMPOUND:CHEMBL822,DOID:0050082
CHEMBL.COMPOUND:CHEMBL822,HP:0001392
CHEMBL.COMPOUND:CHEMBL189,DOID:0060056
CHEMBL.COMPOUND:CHEMBL189,DOID:0060057
CHEMBL.COMPOUND:CHEMBL189,DOID:1204
CHEMBL.COMPOUND:CHEMBL189,DOID:0060496
CHEMBL.COMPOUND:CHEMBL189,DOID:0060498
CHEMBL.COMPOUND:CHEMBL189,DOID:0060502
CHEMBL.COMPOUND:CHEMBL189,DOID:0060503
CHEMBL.COMPOUND:CHEMBL189,DOID:0060504
CHEMBL.COMPOUND:CHEMBL189,DOID:0060505
CHEMBL.COMPOUND:CHEMBL189,DOID:0060506
CHEMBL.COMPOUND:CHEMBL189,DOID:0060507
CHEMBL.COMPOUND:CHEMBL189,DOID:0060509
CHEMBL.COMPOUND:CHEMBL189,DOID:0060510
CHEMBL.COMPOUND:CHEMBL189,DOID:0060511
CHEMBL.COMPOUND:CHEMBL189,DOID:0060512
CHEMBL.COMPOUND:CHEMBL189,DOID:0060513
CHEMBL.COMPOUND:CHEMBL189,DOID:0060514
CHEMBL.COMPOUND:CHEMBL189,DOID:0060515
CHEMBL.COMPOUND:CHEMBL189,DOID:0060516
CHEMBL.COMPOUND:CHEMBL189,DOID:0060517
CHEMBL.COMPOUND:CHEMBL189,DOID:0060518
CHEMBL.COMPOUND:CHEMBL189,DOID:0060520
CHEMBL.COMPOUND:CHEMBL189,DOID:0060523
CHEMBL.COMPOUND:CHEMBL189,DOID:0060524
CHEMBL.COMPOUND:CHEMBL189,DOID:0060525
CHEMBL.COMPOUND:CHEMBL189,DOID:0060526
CHEMBL.COMPOUND:CHEMBL189,DOID:0060527
CHEMBL.COMPOUND:CHEMBL189,DOID:0060528
CHEMBL.COMPOUND:CHEMBL189,DOID:0060529
CHEMBL.COMPOUND:CHEMBL189,DOID:0060530
CHEMBL.COMPOUND:CHEMBL189,DOID:0060531
CHEMBL.COMPOUND:CHEMBL2220442,DOID:1257
CHEMBL.COMPOUND:CHEMBL2220442,DOID:12269
CHEMBL.COMPOUND:CHEMBL2220442,DOID:11711
CHEMBL.COMPOUND:CHEMBL2220442,DOID:11271
CHEMBL.COMPOUND:CHEMBL2220442,DOID:4285
CHEMBL.COMPOUND:CHEMBL2220442,DOID:2177
CHEMBL.COMPOUND:CHEMBL2220442,DOID:9878
CHEMBL.COMPOUND:CHEMBL2220442,HP:0031437
CHEMBL.COMPOUND:CHEMBL2220442,HP:0001399
CHEMBL.COMPOUND:CHEMBL645,HP:0002615
CHEMBL.COMPOUND:CHEMBL645,DOID:0060828
CHEMBL.COMPOUND:CHEMBL645,DOID:6000
CHEMBL.COMPOUND:CHEMBL645,HP:0001635
CHEMBL.COMPOUND:CHEMBL645,HP:0001662
CHEMBL.COMPOUND:CHEMBL645,HP:0030149
CHEMBL.COMPOUND:CHEMBL645,DOID:11396
CHEMBL.COMPOUND:CHEMBL645,HP:0100598
CHEMBL.COMPOUND:CHEMBL645,DOID:1257
CHEMBL.COMPOUND:CHEMBL645,DOID:12269
CHEMBL.COMPOUND:CHEMBL645,DOID:11711
CHEMBL.COMPOUND:CHEMBL645,DOID:11271
CHEMBL.COMPOUND:CHEMBL645,DOID:4285
CHEMBL.COMPOUND:CHEMBL645,DOID:2177
CHEMBL.COMPOUND:CHEMBL645,DOID:9878
CHEMBL.COMPOUND:CHEMBL645,HP:0031437
CHEMBL.COMPOUND:CHEMBL645,DOID:13884
CHEMBL.COMPOUND:CHEMBL645,HP:0011704
CHEMBL.COMPOUND:CHEMBL1431,DOID:409
CHEMBL.COMPOUND:CHEMBL1431,DOID:0050082
CHEMBL.COMPOUND:CHEMBL1431,HP:0001392
CHEMBL.COMPOUND:CHEMBL1431,DOID:9518
CHEMBL.COMPOUND:CHEMBL1431,DOID:1074
CHEMBL.COMPOUND:CHEMBL1431,HP:0000083
CHEMBL.COMPOUND:CHEMBL553025,DOID:1257
CHEMBL.COMPOUND:CHEMBL553025,DOID:12269
CHEMBL.COMPOUND:CHEMBL553025,DOID:11711
CHEMBL.COMPOUND:CHEMBL553025,DOID:11271
CHEMBL.COMPOUND:CHEMBL553025,DOID:4285
CHEMBL.COMPOUND:CHEMBL553025,DOID:2177
CHEMBL.COMPOUND:CHEMBL553025,DOID:9878
CHEMBL.COMPOUND:CHEMBL553025,HP:0031437
CHEMBL.COMPOUND:CHEMBL553025,DOID:1588
CHEMBL.COMPOUND:CHEMBL553025,HP:0001873
CHEMBL.COMPOUND:CHEMBL553025,DOID:0110003
CHEMBL.COMPOUND:CHEMBL553025,DOID:1227
CHEMBL.COMPOUND:CHEMBL553025,DOID:0060551
CHEMBL.COMPOUND:CHEMBL218490,DOID:9518
CHEMBL.COMPOUND:CHEMBL218490,DOID:1074
CHEMBL.COMPOUND:CHEMBL218490,HP:0000083
CHEMBL.COMPOUND:CHEMBL1165,DOID:1257
CHEMBL.COMPOUND:CHEMBL1165,DOID:12269
CHEMBL.COMPOUND:CHEMBL1165,DOID:11711
CHEMBL.COMPOUND:CHEMBL1165,DOID:11271
CHEMBL.COMPOUND:CHEMBL1165,DOID:4285
CHEMBL.COMPOUND:CHEMBL1165,DOID:2177
CHEMBL.COMPOUND:CHEMBL1165,DOID:9878
CHEMBL.COMPOUND:CHEMBL1165,HP:0031437
CHEMBL.COMPOUND:CHEMBL1165,DOID:446
CHEMBL.COMPOUND:CHEMBL1165,HP:0000859
CHEMBL.COMPOUND:CHEMBL1165,HP:0002615
CHEMBL.COMPOUND:CHEMBL1165,DOID:1558
CHEMBL.COMPOUND:CHEMBL1165,HP:0100665
CHEMBL.COMPOUND:CHEMBL1139,DOID:0060828
CHEMBL.COMPOUND:CHEMBL1139,DOID:6000
CHEMBL.COMPOUND:CHEMBL1139,HP:0001635
CHEMBL.COMPOUND:CHEMBL481,DOID:1257
CHEMBL.COMPOUND:CHEMBL481,DOID:12269
CHEMBL.COMPOUND:CHEMBL481,DOID:11711
CHEMBL.COMPOUND:CHEMBL481,DOID:11271
CHEMBL.COMPOUND:CHEMBL481,DOID:4285
CHEMBL.COMPOUND:CHEMBL481,DOID:2177
CHEMBL.COMPOUND:CHEMBL481,DOID:9878
CHEMBL.COMPOUND:CHEMBL481,HP:0031437
CHEMBL.COMPOUND:CHEMBL888,DOID:1257
CHEMBL.COMPOUND:CHEMBL888,DOID:12269
CHEMBL.COMPOUND:CHEMBL888,DOID:11711
CHEMBL.COMPOUND:CHEMBL888,DOID:11271
CHEMBL.COMPOUND:CHEMBL888,DOID:4285
CHEMBL.COMPOUND:CHEMBL888,DOID:2177
CHEMBL.COMPOUND:CHEMBL888,DOID:9878
CHEMBL.COMPOUND:CHEMBL888,HP:0031437
CHEMBL.COMPOUND:CHEMBL1487,DOID:1257
CHEMBL.COMPOUND:CHEMBL1487,DOID:12269
CHEMBL.COMPOUND:CHEMBL1487,DOID:11711
CHEMBL.COMPOUND:CHEMBL1487,DOID:11271
CHEMBL.COMPOUND:CHEMBL1487,DOID:4285
CHEMBL.COMPOUND:CHEMBL1487,DOID:2177
CHEMBL.COMPOUND:CHEMBL1487,DOID:9878
CHEMBL.COMPOUND:CHEMBL1487,HP:0031437
CHEMBL.COMPOUND:CHEMBL1487,HP:0001399
CHEMBL.COMPOUND:CHEMBL584,DOID:9281
CHEMBL.COMPOUND:CHEMBL990,DOID:0060056
CHEMBL.COMPOUND:CHEMBL990,DOID:0060057
CHEMBL.COMPOUND:CHEMBL990,DOID:1204
CHEMBL.COMPOUND:CHEMBL990,DOID:0060496
CHEMBL.COMPOUND:CHEMBL990,DOID:0060498
CHEMBL.COMPOUND:CHEMBL990,DOID:0060502
CHEMBL.COMPOUND:CHEMBL990,DOID:0060503
CHEMBL.COMPOUND:CHEMBL990,DOID:0060504
CHEMBL.COMPOUND:CHEMBL990,DOID:0060505
CHEMBL.COMPOUND:CHEMBL990,DOID:0060506
CHEMBL.COMPOUND:CHEMBL990,DOID:0060507
CHEMBL.COMPOUND:CHEMBL990,DOID:0060509
CHEMBL.COMPOUND:CHEMBL990,DOID:0060510
CHEMBL.COMPOUND:CHEMBL990,DOID:0060511
CHEMBL.COMPOUND:CHEMBL990,DOID:0060512
CHEMBL.COMPOUND:CHEMBL990,DOID:0060513
CHEMBL.COMPOUND:CHEMBL990,DOID:0060514
CHEMBL.COMPOUND:CHEMBL990,DOID:0060515
CHEMBL.COMPOUND:CHEMBL990,DOID:0060516
CHEMBL.COMPOUND:CHEMBL990,DOID:0060517
CHEMBL.COMPOUND:CHEMBL990,DOID:0060518
CHEMBL.COMPOUND:CHEMBL990,DOID:0060520
CHEMBL.COMPOUND:CHEMBL990,DOID:0060523
CHEMBL.COMPOUND:CHEMBL990,DOID:0060524
CHEMBL.COMPOUND:CHEMBL990,DOID:0060525
CHEMBL.COMPOUND:CHEMBL990,DOID:0060526
CHEMBL.COMPOUND:CHEMBL990,DOID:0060527
CHEMBL.COMPOUND:CHEMBL990,DOID:0060528
CHEMBL.COMPOUND:CHEMBL990,DOID:0060529
CHEMBL.COMPOUND:CHEMBL990,DOID:0060530
CHEMBL.COMPOUND:CHEMBL990,DOID:0060531
CHEMBL.COMPOUND:CHEMBL1077896,DOID:8765
CHEMBL.COMPOUND:CHEMBL1077896,DOID:2563
CHEMBL.COMPOUND:CHEMBL1077896,HP:0100806
CHEMBL.COMPOUND:CHEMBL1077896,HP:0002615
CHEMBL.COMPOUND:CHEMBL1077896,DOID:0111073
CHEMBL.COMPOUND:CHEMBL1077896,DOID:0111074
CHEMBL.COMPOUND:CHEMBL1077896,DOID:0111075
CHEMBL.COMPOUND:CHEMBL1077896,DOID:0111076
CHEMBL.COMPOUND:CHEMBL1077896,HP:0012722
CHEMBL.COMPOUND:CHEMBL716,DOID:1247
CHEMBL.COMPOUND:CHEMBL716,HP:0003256
CHEMBL.COMPOUND:CHEMBL716,HP:0001928
CHEMBL.COMPOUND:CHEMBL716,DOID:409
CHEMBL.COMPOUND:CHEMBL716,DOID:0050082
CHEMBL.COMPOUND:CHEMBL716,HP:0001392
CHEMBL.COMPOUND:CHEMBL716,HP:0001259
CHEMBL.COMPOUND:CHEMBL1771,DOID:1247
CHEMBL.COMPOUND:CHEMBL1771,HP:0003256
CHEMBL.COMPOUND:CHEMBL1771,HP:0001928
CHEMBL.COMPOUND:CHEMBL1771,DOID:0111045
CHEMBL.COMPOUND:CHEMBL1771,DOID:0111046
CHEMBL.COMPOUND:CHEMBL1771,DOID:0111047
CHEMBL.COMPOUND:CHEMBL1771,DOID:0111048
CHEMBL.COMPOUND:CHEMBL1771,DOID:0111051
CHEMBL.COMPOUND:CHEMBL1771,DOID:0111053
CHEMBL.COMPOUND:CHEMBL1771,DOID:0111055
CHEMBL.COMPOUND:CHEMBL1771,DOID:0111057
CHEMBL.COMPOUND:CHEMBL1771,DOID:0111058
CHEMBL.COMPOUND:CHEMBL1771,DOID:0060691
CHEMBL.COMPOUND:CHEMBL1771,DOID:0060692
CHEMBL.COMPOUND:CHEMBL1771,HP:0031803
CHEMBL.COMPOUND:CHEMBL81,HP:0001907
CHEMBL.COMPOUND:CHEMBL81,DOID:1257
CHEMBL.COMPOUND:CHEMBL81,DOID:12269
CHEMBL.COMPOUND:CHEMBL81,DOID:11711
CHEMBL.COMPOUND:CHEMBL81,DOID:11271
CHEMBL.COMPOUND:CHEMBL81,DOID:4285
CHEMBL.COMPOUND:CHEMBL81,DOID:2177
CHEMBL.COMPOUND:CHEMBL81,DOID:9878
CHEMBL.COMPOUND:CHEMBL81,HP:0031437
CHEMBL.COMPOUND:CHEMBL1278,DOID:0050830
CHEMBL.COMPOUND:CHEMBL1278,HP:0004950
CHEMBL.COMPOUND:CHEMBL1278,DOID:0111151
CHEMBL.COMPOUND:CHEMBL1278,DOID:0111117
CHEMBL.COMPOUND:CHEMBL1278,DOID:2980
CHEMBL.COMPOUND:CHEMBL1278,DOID:11271
CHEMBL.COMPOUND:CHEMBL1278,DOID:581
CHEMBL.COMPOUND:CHEMBL1278,DOID:557
CHEMBL.COMPOUND:CHEMBL1278,HP:0000077
CHEMBL.COMPOUND:CHEMBL1278,HP:0000112
CHEMBL.COMPOUND:CHEMBL1278,DOID:11271
CHEMBL.COMPOUND:CHEMBL1278,DOID:10763
CHEMBL.COMPOUND:CHEMBL1278,DOID:9653
CHEMBL.COMPOUND:CHEMBL1278,HP:0000822
CHEMBL.COMPOUND:CHEMBL1278,DOID:409
CHEMBL.COMPOUND:CHEMBL1278,DOID:0050082
CHEMBL.COMPOUND:CHEMBL1278,HP:0001392
CHEMBL.COMPOUND:CHEMBL1278,DOID:5844
CHEMBL.COMPOUND:CHEMBL1278,HP:0001658
CHEMBL.COMPOUND:CHEMBL1278,DOID:6713
CHEMBL.COMPOUND:CHEMBL1278,HP:0001297
CHEMBL.COMPOUND:CHEMBL1419,DOID:0060828
CHEMBL.COMPOUND:CHEMBL1419,DOID:6000
CHEMBL.COMPOUND:CHEMBL1419,HP:0001635
CHEMBL.COMPOUND:CHEMBL1419,OMIM:115000
CHEMBL.COMPOUND:CHEMBL1419,DOID:0060339
CHEMBL.COMPOUND:CHEMBL1419,DOID:0060339
CHEMBL.COMPOUND:CHEMBL1419,HP:0011675
CHEMBL.COMPOUND:CHEMBL1419,DOID:8689
CHEMBL.COMPOUND:CHEMBL1419,DOID:6713
CHEMBL.COMPOUND:CHEMBL1419,HP:0001297
CHEMBL.COMPOUND:CHEMBL1419,DOID:11271
CHEMBL.COMPOUND:CHEMBL1419,DOID:10763
CHEMBL.COMPOUND:CHEMBL1419,DOID:9653
CHEMBL.COMPOUND:CHEMBL1419,HP:0000822
CHEMBL.COMPOUND:CHEMBL1382,DOID:13550
CHEMBL.COMPOUND:CHEMBL1382,DOID:8437
CHEMBL.COMPOUND:CHEMBL1382,HP:0005214
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060056
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060057
CHEMBL.COMPOUND:CHEMBL1382,DOID:1204
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060496
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060498
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060502
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060503
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060504
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060505
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060506
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060507
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060509
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060510
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060511
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060512
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060513
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060514
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060515
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060516
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060517
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060518
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060520
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060523
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060524
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060525
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060526
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060527
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060528
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060529
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060530
CHEMBL.COMPOUND:CHEMBL1382,DOID:0060531
CHEMBL.COMPOUND:CHEMBL1382,HP:0000016
CHEMBL.COMPOUND:CHEMBL916,HP:0001342
CHEMBL.COMPOUND:CHEMBL916,HP:0100026
CHEMBL.COMPOUND:CHEMBL916,DOID:178
CHEMBL.COMPOUND:CHEMBL916,HP:0002617
CHEMBL.COMPOUND:CHEMBL916,DOID:11248
CHEMBL.COMPOUND:CHEMBL916,DOID:2213
CHEMBL.COMPOUND:CHEMBL916,DOID:0050014
CHEMBL.COMPOUND:CHEMBL916,HP:0001928
CHEMBL.COMPOUND:CHEMBL916,DOID:10233
CHEMBL.COMPOUND:CHEMBL916,DOID:1787
CHEMBL.COMPOUND:CHEMBL916,DOID:13755
CHEMBL.COMPOUND:CHEMBL916,HP:0001701
CHEMBL.COMPOUND:CHEMBL916,DOID:11271
CHEMBL.COMPOUND:CHEMBL916,DOID:10763
CHEMBL.COMPOUND:CHEMBL916,DOID:9653
CHEMBL.COMPOUND:CHEMBL916,HP:0000822
CHEMBL.COMPOUND:CHEMBL1201798,DOID:0080077
CHEMBL.COMPOUND:CHEMBL1201798,DOID:0080078
CHEMBL.COMPOUND:CHEMBL1201798,DOID:0050336
CHEMBL.COMPOUND:CHEMBL1201798,HP:0002148
CHEMBL.COMPOUND:CHEMBL1201798,DOID:8437
CHEMBL.COMPOUND:CHEMBL1201798,HP:0005214
CHEMBL.COMPOUND:CHEMBL2108677,DOID:1741
CHEMBL.COMPOUND:CHEMBL2108677,DOID:0060827
CHEMBL.COMPOUND:CHEMBL2108677,HP:0000709
CHEMBL.COMPOUND:CHEMBL2108677,DOID:2048
CHEMBL.COMPOUND:CHEMBL2108677,OMIM:617668
CHEMBL.COMPOUND:CHEMBL1201668,HP:0002615
CHEMBL.COMPOUND:CHEMBL1201668,HP:0002615
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060056
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060057
CHEMBL.COMPOUND:CHEMBL1201668,DOID:1204
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060496
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060498
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060502
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060503
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060504
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060505
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060506
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060507
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060509
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060510
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060511
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060512
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060513
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060514
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060515
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060516
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060517
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060518
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060520
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060523
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060524
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060525
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060526
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060527
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060528
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060529
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060530
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060531
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060056
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060057
CHEMBL.COMPOUND:CHEMBL1201668,DOID:1204
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060496
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060498
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060502
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060503
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060504
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060505
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060506
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060507
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060509
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060510
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060511
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060512
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060513
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060514
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060515
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060516
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060517
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060518
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060520
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060523
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060524
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060525
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060526
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060527
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060528
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060529
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060530
CHEMBL.COMPOUND:CHEMBL1201668,DOID:0060531
CHEMBL.COMPOUND:CHEMBL1201668,HP:0030149
CHEMBL.COMPOUND:CHEMBL1201668,HP:0030149
CHEMBL.COMPOUND:CHEMBL76370,DOID:0060262
CHEMBL.COMPOUND:CHEMBL76370,DOID:409
CHEMBL.COMPOUND:CHEMBL76370,DOID:0050082
CHEMBL.COMPOUND:CHEMBL76370,HP:0001392
CHEMBL.COMPOUND:CHEMBL76370,DOID:8437
CHEMBL.COMPOUND:CHEMBL76370,HP:0005214
CHEMBL.COMPOUND:CHEMBL76370,DOID:9518
CHEMBL.COMPOUND:CHEMBL76370,DOID:1074
CHEMBL.COMPOUND:CHEMBL76370,HP:0000083
CHEMBL.COMPOUND:CHEMBL76370,DOID:4727
CHEMBL.COMPOUND:CHEMBL76370,DOID:8623
CHEMBL.COMPOUND:CHEMBL76370,DOID:237
CHEMBL.COMPOUND:CHEMBL76370,DOID:12852
CHEMBL.COMPOUND:CHEMBL76370,DOID:12853
CHEMBL.COMPOUND:CHEMBL76370,DOID:12854
