GO:0099402	plant organ development
GO:1902941	regulation of voltage-gated chloride channel activity
GO:0048687	positive regulation of sprouting of injured axon
GO:2000357	negative regulation of kidney smooth muscle cell differentiation
GO:0019285	glycine betaine biosynthetic process from choline
GO:0021700	developmental maturation
GO:0001522	pseudouridine synthesis
GO:0071697	ectodermal placode morphogenesis
GO:0060794	leaflet morphogenesis
GO:0075169	positive regulation of symbiont protein kinase-mediated signal transduction in response to host
GO:0045413	positive regulation of interleukin-7 biosynthetic process
GO:0015121	phosphoenolpyruvate:phosphate antiporter activity
GO:0006794	phosphorus utilization
GO:0045107	intermediate filament polymerization
GO:0060254	regulation of N-terminal protein palmitoylation
GO:0051407	glycerone phosphate:inorganic phosphate antiporter activity
GO:0075178	positive regulation of calcium or calmodulin-mediated signal transduction in response to host
GO:0090448	glucosinolate:proton symporter activity
GO:0042743	hydrogen peroxide metabolic process
GO:0048077	negative regulation of compound eye pigmentation
GO:1905020	positive regulation of methionine-tRNA ligase activity
GO:0019423	sulfur oxidation, ferric ion-dependent
GO:0005460	UDP-glucose transmembrane transporter activity
GO:0075335	positive regulation of symbiont adenylate cyclase-mediated signal transduction in response to host
GO:1903840	response to arsenite(3-)
GO:1900560	austinol biosynthetic process
GO:0034651	cortisol biosynthetic process
GO:0015315	organophosphate:inorganic phosphate antiporter activity
GO:0044529	regulation of mitochondrial rRNA stability
GO:0046444	FMN metabolic process
GO:1902849	positive regulation of neuronal signal transduction
GO:0075151	positive regulation of receptor-mediated signal transduction in response to host
GO:0042554	superoxide anion generation
GO:0048205	COPI coating of Golgi vesicle
GO:0061487	DNA replication initiation from late origin
GO:0036447	cellular response to sugar-phosphate stress
GO:0080058	protein deglutathionylation
GO:1990451	cellular stress response to acidic pH
GO:0003097	renal water transport
GO:0043366	beta selection
GO:0060153	modulation by virus of host cell cycle
GO:0005456	CMP-N-acetylneuraminate transmembrane transporter activity
GO:1900489	positive regulation of [2Fe-2S] cluster assembly
GO:0050845	teichuronic acid biosynthetic process
GO:0042110	T cell activation
GO:1903350	response to dopamine
GO:0006738	nicotinamide riboside catabolic process
GO:0046641	positive regulation of alpha-beta T cell proliferation
GO:0046943	carboxylic acid transmembrane transporter activity
GO:0015106	bicarbonate transmembrane transporter activity
GO:0065006	protein-carbohydrate complex assembly
GO:1902177	positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
GO:0051260	protein homooligomerization
GO:0070933	histone H4 deacetylation
GO:0000270	peptidoglycan metabolic process
GO:0072592	oxygen metabolic process
GO:0015217	ADP transmembrane transporter activity
GO:0032342	aldosterone biosynthetic process
GO:0034225	regulation of transcription from RNA polymerase II promoter in response to zinc ion starvation
GO:0061329	Malpighian tubule principal cell differentiation
GO:0036485	dorsolateral trunk neural crest cell migration
GO:1905512	regulation of short-term synaptic potentiation
GO:0008493	tetracycline transmembrane transporter activity
GO:0061014	positive regulation of mRNA catabolic process
GO:1905921	regulation of acetylcholine biosynthetic process
GO:1900563	dehydroaustinol biosynthetic process
GO:0072205	metanephric collecting duct development
GO:0005462	UDP-N-acetylglucosamine transmembrane transporter activity
GO:0015228	coenzyme A transmembrane transporter activity
GO:0015711	organic anion transport
GO:0035211	spermathecum morphogenesis
GO:0038028	insulin receptor signaling pathway via phosphatidylinositol 3-kinase
GO:0038193	thromboxane A2 signaling pathway
GO:1901716	negative regulation of gamma-aminobutyric acid catabolic process
GO:0045059	positive thymic T cell selection
GO:0070909	glutamate:gamma-aminobutyric acid antiporter activity
GO:0000729	DNA double-strand break processing
GO:1902662	regulation of peptidyl-L-cysteine S-palmitoylation
GO:2000772	regulation of cellular senescence
GO:0070296	sarcoplasmic reticulum calcium ion transport
GO:0033300	dehydroascorbic acid transmembrane transporter activity
GO:0015230	FAD transmembrane transporter activity
GO:0048823	nucleate erythrocyte development
GO:1904514	positive regulation of initiation of premeiotic DNA replication
GO:0016061	regulation of light-activated channel activity
GO:0005464	UDP-xylose transmembrane transporter activity
GO:0006325	chromatin organization
GO:0070359	actin polymerization-dependent cell motility involved in migration of symbiont in host
GO:1905828	regulation of prostaglandin catabolic process
GO:1905796	regulation of intraciliary anterograde transport
GO:0048608	reproductive structure development
GO:0035772	interleukin-13-mediated signaling pathway
GO:0051660	establishment of centrosome localization
GO:0035394	regulation of chemokine (C-X-C motif) ligand 9 production
GO:1903341	regulation of meiotic DNA double-strand break formation
GO:2000338	regulation of chemokine (C-X-C motif) ligand 1 production
GO:0097064	ncRNA export from nucleus
GO:1905492	positive regulation of branching morphogenesis of a nerve
GO:0003306	Wnt signaling pathway involved in heart development
GO:1902351	response to imidacloprid
GO:0072369	regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter
GO:0070199	establishment of protein localization to chromosome
GO:1900006	positive regulation of dendrite development
GO:0044342	type B pancreatic cell proliferation
GO:0071428	rRNA-containing ribonucleoprotein complex export from nucleus
GO:0072511	divalent inorganic cation transport
GO:0003275	apoptotic process involved in outflow tract morphogenesis
GO:0071658	regulation of IP-10 production
GO:0031949	regulation of glucocorticoid catabolic process
GO:0042311	vasodilation
GO:1904705	regulation of vascular smooth muscle cell proliferation
GO:0046037	GMP metabolic process
GO:0043940	regulation of sexual sporulation resulting in formation of a cellular spore
GO:0001817	regulation of cytokine production
GO:0035095	behavioral response to nicotine
GO:0051249	regulation of lymphocyte activation
GO:0042982	amyloid precursor protein metabolic process
GO:0009790	embryo development
GO:1902779	cellular response to alkane
GO:1903643	positive regulation of recombination hotspot binding
GO:0007329	positive regulation of transcription from RNA polymerase II promoter by pheromones
GO:1990383	cellular response to biotin starvation
GO:1903764	regulation of potassium ion export across plasma membrane
GO:0051504	diterpene phytoalexin precursor biosynthetic process pathway
GO:1902782	response to decane
GO:0043622	cortical microtubule organization
GO:1903884	regulation of chemokine (C-C motif) ligand 20 production
GO:0036120	cellular response to platelet-derived growth factor stimulus
GO:0030520	intracellular estrogen receptor signaling pathway
GO:0001823	mesonephros development
GO:1990373	process resulting in tolerance to alkane
GO:1901222	regulation of NIK/NF-kappaB signaling
GO:0072363	regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter
GO:0034503	protein localization to nucleolar rDNA repeats
GO:0061732	mitochondrial acetyl-CoA biosynthetic process from pyruvate
GO:0045930	negative regulation of mitotic cell cycle
GO:1905764	regulation of protection from non-homologous end joining at telomere
GO:0019709	iron incorporation into iron-sulfur cluster via pentakis-L-cysteinyl L-histidino nickel tetrairon pentasulfide
GO:0015818	isoleucine transport
GO:0003323	type B pancreatic cell development
GO:0010664	negative regulation of striated muscle cell apoptotic process
GO:0002466	peripheral tolerance induction to self antigen
GO:1903286	regulation of potassium ion import
GO:1903038	negative regulation of leukocyte cell-cell adhesion
GO:0061729	GDP-mannose biosynthetic process from fructose-6-phosphate
GO:0030417	nicotianamine metabolic process
GO:0030953	astral microtubule organization
GO:0071396	cellular response to lipid
GO:1902112	cellular response to diethyl maleate
GO:0072540	T-helper 17 cell lineage commitment
GO:0071364	cellular response to epidermal growth factor stimulus
GO:0097120	receptor localization to synapse
GO:2000752	regulation of glucosylceramide catabolic process
GO:1902780	response to nonane
GO:0072704	response to mercaptoethanol
GO:1900497	regulation of butyryl-CoA catabolic process to butanol
GO:2000082	regulation of L-ascorbic acid biosynthetic process
GO:1902022	L-lysine transport
GO:0010871	negative regulation of receptor biosynthetic process
GO:0033313	meiotic cell cycle checkpoint
GO:1902784	response to undecane
GO:0042078	germ-line stem cell division
GO:0035232	germ cell attraction
GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation
GO:0051321	meiotic cell cycle
GO:0061410	positive regulation of transcription from RNA polymerase II promoter in response to ethanol
GO:1903753	negative regulation of p38MAPK cascade
GO:0046474	glycerophospholipid biosynthetic process
GO:1904181	positive regulation of membrane depolarization
GO:0000744	karyogamy involved in conjugation with mutual genetic exchange
GO:0048321	axial mesodermal cell differentiation
GO:1903760	regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization
GO:0003369	establishment of cell polarity involved in mesendodermal cell migration
GO:0003351	epithelial cilium movement
GO:0097716	copper ion transport across blood-brain barrier
GO:0036085	GDP-fucose import into Golgi lumen
GO:0035636	multi-organism signaling
GO:1902656	calcium ion import into cytosol
GO:0048035	heme o catabolic process
GO:0002501	peptide antigen assembly with MHC protein complex
GO:0090108	positive regulation of high-density lipoprotein particle assembly
GO:0050790	regulation of catalytic activity
GO:1902391	positive regulation of N-terminal peptidyl-serine acetylation
GO:0010908	regulation of heparan sulfate proteoglycan biosynthetic process
GO:0007507	heart development
GO:0021758	putamen development
GO:1900548	heme b catabolic process
GO:0071294	cellular response to zinc ion
GO:0045837	negative regulation of membrane potential
GO:0030878	thyroid gland development
GO:1904462	ergosteryl 3-beta-D-glucoside catabolic process
GO:0060340	positive regulation of type I interferon-mediated signaling pathway
GO:0009236	cobalamin biosynthetic process
GO:0071467	cellular response to pH
GO:0033320	UDP-D-xylose biosynthetic process
GO:2000943	negative regulation of amylopectin metabolic process
GO:0007043	cell-cell junction assembly
GO:0048197	Golgi membrane coat protein complex assembly
GO:0031946	regulation of glucocorticoid biosynthetic process
GO:2000473	positive regulation of hematopoietic stem cell migration
GO:1900580	(17Z)-protosta-17(20),24-dien-3beta-ol catabolic process
GO:1904082	pyrimidine nucleobase transmembrane transport
GO:1904290	negative regulation of mitotic DNA damage checkpoint
GO:1904849	positive regulation of cell chemotaxis to fibroblast growth factor
GO:0007050	cell cycle arrest
GO:0071896	protein localization to adherens junction
GO:0006545	glycine biosynthetic process
GO:0043067	regulation of programmed cell death
GO:1902722	positive regulation of prolactin secretion
GO:1990144	intrinsic apoptotic signaling pathway in response to hypoxia
GO:0000187	activation of MAPK activity
GO:0030216	keratinocyte differentiation
GO:1902109	negative regulation of mitochondrial membrane permeability involved in apoptotic process
GO:0042732	D-xylose metabolic process
GO:2000641	regulation of early endosome to late endosome transport
GO:0009268	response to pH
GO:0006089	lactate metabolic process
GO:0035113	embryonic appendage morphogenesis
GO:0048481	plant ovule development
GO:0060238	regulation of signal transduction involved in conjugation with cellular fusion
GO:0060761	negative regulation of response to cytokine stimulus
GO:0035357	peroxisome proliferator activated receptor signaling pathway
GO:0005997	xylulose metabolic process
GO:0050984	peptidyl-serine sulfation
GO:1903337	positive regulation of vacuolar transport
GO:0080178	5-carbamoylmethyl uridine residue modification
GO:1990164	histone H2A phosphorylation
GO:1990918	double-strand break repair involved in meiotic recombination
GO:0035024	negative regulation of Rho protein signal transduction
GO:1990773	matrix metallopeptidase secretion
GO:0051270	regulation of cellular component movement
GO:1905177	tracheary element differentiation
GO:0007567	parturition
GO:0002939	tRNA N1-guanine methylation
GO:0001953	negative regulation of cell-matrix adhesion
GO:0061332	Malpighian tubule bud morphogenesis
GO:1903581	regulation of basophil degranulation
GO:0043380	regulation of memory T cell differentiation
GO:0002946	tRNA C5-cytosine methylation
GO:1902953	positive regulation of ER to Golgi vesicle-mediated transport
GO:0036285	SAGA complex assembly
GO:0061107	seminal vesicle development
GO:1902117	positive regulation of organelle assembly
GO:0009309	amine biosynthetic process
GO:1902805	positive regulation of synaptic vesicle transport
GO:0038099	nodal receptor complex assembly
GO:1904329	negative regulation of myofibroblast contraction
GO:0010208	pollen wall assembly
GO:0060721	regulation of spongiotrophoblast cell proliferation
GO:0050686	negative regulation of mRNA processing
GO:0045951	positive regulation of mitotic recombination
GO:0010728	regulation of hydrogen peroxide biosynthetic process
GO:0090366	positive regulation of mRNA modification
GO:1905719	protein localization to perinuclear region of cytoplasm
GO:0042103	positive regulation of T cell homeostatic proliferation
GO:0045591	positive regulation of regulatory T cell differentiation
GO:0031065	positive regulation of histone deacetylation
GO:1900328	negative regulation of mannotriose transport
GO:0036351	histone H2A-K13 ubiquitination
GO:0010049	acquisition of plant reproductive competence
GO:0060460	left lung morphogenesis
GO:0002942	tRNA m2,2-guanine biosynthesis
GO:0042092	type 2 immune response
GO:0002128	tRNA nucleoside ribose methylation
GO:0048818	positive regulation of hair follicle maturation
GO:0016336	establishment or maintenance of polarity of larval imaginal disc epithelium
GO:0000706	meiotic DNA double-strand break processing
GO:1905884	negative regulation of triglyceride transport
GO:0045313	rhabdomere membrane biogenesis
GO:1900242	regulation of synaptic vesicle endocytosis
GO:0042691	positive regulation of crystal cell differentiation
GO:0075181	positive regulation of symbiont transcription in response to host
GO:0045952	regulation of juvenile hormone catabolic process
GO:1900238	regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway
GO:0048313	Golgi inheritance
GO:0061206	mesonephros morphogenesis
GO:0070132	regulation of mitochondrial translational initiation
GO:0010644	cell communication by electrical coupling
GO:0045615	positive regulation of plasmatocyte differentiation
GO:0010946	regulation of meiotic joint molecule formation
GO:0018023	peptidyl-lysine trimethylation
GO:1901988	negative regulation of cell cycle phase transition
GO:0044576	pentose catabolic process to ethanol
GO:1904733	negative regulation of electron transfer activity
GO:0001816	cytokine production
GO:0010896	regulation of triglyceride catabolic process
GO:0044722	renal phosphate excretion
GO:0044633	modulation of complement activation, alternative pathway in other organism
GO:0010960	magnesium ion homeostasis
GO:0030217	T cell differentiation
GO:0070641	vitamin D4 metabolic process
GO:0060095	zinc potentiation of synaptic transmission, glycinergic
GO:0005976	polysaccharide metabolic process
GO:0070660	inner ear receptor cell differentiation involved in inner ear sensory epithelium regeneration
GO:1900011	negative regulation of corticotropin-releasing hormone receptor activity
GO:0003368	cell-matrix adhesion involved in mesendodermal cell migration
GO:0075182	negative regulation of symbiont transcription in response to host
GO:0060530	smooth muscle cell differentiation involved in prostate glandular acinus development
GO:0061817	endoplasmic reticulum-plasma membrane tethering
GO:0017004	cytochrome complex assembly
GO:0044062	regulation of excretion
GO:0000460	maturation of 5.8S rRNA
GO:2000457	positive regulation of T-helper 17 cell extravasation
GO:0019447	D-cysteine catabolic process
GO:1990443	peptidyl-threonine autophosphorylation
GO:0060114	vestibular receptor cell differentiation
GO:1900556	emericellamide catabolic process
GO:0071631	mating pheromone secretion involved in positive regulation of conjugation with cellular fusion
GO:0021896	forebrain astrocyte differentiation
GO:0009836	fruit ripening, climacteric
GO:1905665	positive regulation of calcium ion import across plasma membrane
GO:2000738	positive regulation of stem cell differentiation
GO:0050976	detection of mechanical stimulus involved in sensory perception of touch
GO:0007450	dorsal/ventral pattern formation, imaginal disc
GO:0014895	smooth muscle hypertrophy
GO:0046937	phytochelatin metabolic process
GO:0046387	deoxyribose 1,5-bisphosphate metabolic process
GO:0060808	positive regulation of mesodermal to mesenchymal transition involved in gastrulation
GO:0002329	pre-B cell differentiation
GO:0099139	cheating during chimeric sorocarp development
GO:0042206	halogenated hydrocarbon catabolic process
GO:1902989	meiotic telomere maintenance via semi-conservative replication
GO:0006937	regulation of muscle contraction
GO:1903818	positive regulation of voltage-gated potassium channel activity
GO:0036352	histone H2A-K15 ubiquitination
GO:0007304	chorion-containing eggshell formation
GO:0003106	negative regulation of glomerular filtration by angiotensin
GO:0071835	mating pheromone secretion involved in regulation of conjugation
GO:1990145	maintenance of translational fidelity
GO:0010026	trichome differentiation
GO:1904248	regulation of age-related resistance
GO:0010265	SCF complex assembly
GO:0018880	4-chlorobiphenyl metabolic process
GO:0018967	tetrachloroethylene metabolic process
GO:0035431	negative regulation of gluconate transmembrane transport
GO:0061193	taste bud development
GO:0019411	aerobic respiration, using ferrous ions as electron donor
GO:0042063	gliogenesis
GO:0051241	negative regulation of multicellular organismal process
GO:1903092	pyridoxine transmembrane transport
GO:0007571	age-dependent general metabolic decline
GO:0045882	negative regulation of sulfur utilization
GO:0010378	temperature compensation of the circadian clock
GO:0042320	regulation of circadian sleep/wake cycle, REM sleep
GO:0019540	siderophore biosynthetic process from catechol
GO:0075106	modulation by symbiont of host adenylate cyclase activity
GO:1904581	negative regulation of intracellular mRNA localization
GO:0045942	negative regulation of phosphorus utilization
GO:0099098	microtubule polymerization based movement
GO:0032845	negative regulation of homeostatic process
GO:0001798	positive regulation of type IIa hypersensitivity
GO:0032533	regulation of follicle cell microvillus length
GO:0046832	negative regulation of RNA export from nucleus
GO:0060704	acinar cell differentiation involved in salivary gland development
GO:2001117	tetrahydromethanopterin metabolic process
GO:0031453	positive regulation of heterochromatin assembly
GO:0010965	regulation of mitotic sister chromatid separation
GO:0075034	nuclear division involved in appressorium formation on or near host
GO:1905385	negative regulation of protein localization to presynapse
GO:0010868	negative regulation of triglyceride biosynthetic process
GO:1901980	positive regulation of inward rectifier potassium channel activity
GO:0110066	negative regulation of interphase mitotic telomere clustering
GO:0045386	positive regulation of interleukin-19 biosynthetic process
GO:0044407	single-species biofilm formation in or on host organism
GO:0006066	alcohol metabolic process
GO:0010773	meiotic DNA recombinase assembly involved in meiotic gene conversion
GO:0031572	G2 DNA damage checkpoint
GO:0099121	fungal sorus development
GO:0010793	regulation of mRNA export from nucleus
GO:0042858	chrysobactin biosynthetic process
GO:0006613	cotranslational protein targeting to membrane
GO:1904703	negative regulation of protein localization to cell-cell adherens junction
GO:0001666	response to hypoxia
GO:0015903	fluconazole transport
GO:0048585	negative regulation of response to stimulus
GO:2000326	negative regulation of ligand-dependent nuclear receptor transcription coactivator activity
GO:0034095	negative regulation of maintenance of meiotic sister chromatid cohesion
GO:0019301	rhamnose catabolic process
GO:0031342	negative regulation of cell killing
GO:0061951	establishment of protein localization to plasma membrane
GO:0050890	cognition
GO:1901248	positive regulation of lung ciliated cell differentiation
GO:0009847	spore germination
GO:0043901	negative regulation of multi-organism process
GO:0009715	chalcone biosynthetic process
GO:0070252	actin-mediated cell contraction
GO:0043977	histone H2A-K5 acetylation
GO:0060746	parental behavior
GO:0048316	seed development
GO:1902969	mitotic DNA replication
GO:1990679	histone H4-K12 deacetylation
GO:0016103	diterpenoid catabolic process
GO:0033599	regulation of mammary gland epithelial cell proliferation
GO:0071854	cell wall macromolecule catabolic process involved in fungal-type cell wall disassembly
GO:0097155	fasciculation of sensory neuron axon
GO:2000094	negative regulation of mesonephric nephron tubule epithelial cell differentiation
GO:1990787	negative regulation of hh target transcription factor activity
GO:1903678	negative regulation of cap-independent translational initiation
GO:0009867	jasmonic acid mediated signaling pathway
GO:1904114	positive regulation of muscle filament sliding
GO:0061624	fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate
GO:0031653	heat dissipation
GO:1903552	negative regulation of extracellular exosome assembly
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0070149	mitochondrial glutamyl-tRNA aminoacylation
GO:0070504	selenium-containing prosthetic group biosynthetic process
GO:0008215	spermine metabolic process
GO:0042077	protein phosphate-linked glycosylation via serine
GO:0051396	positive regulation of nerve growth factor receptor activity
GO:0009802	cinnamic acid ester biosynthetic process
GO:0010345	suberin biosynthetic process
GO:0097580	intracellular sequestering of copper ion
GO:1901555	response to paclitaxel
GO:0033594	response to hydroxyisoflavone
GO:0070570	regulation of neuron projection regeneration
GO:2000812	regulation of barbed-end actin filament capping
GO:0045219	regulation of FasL biosynthetic process
GO:0031620	regulation of fever generation
GO:0032417	positive regulation of sodium:proton antiporter activity
GO:0140203	spermidine import across plasma membrane
GO:0002302	CD8-positive, alpha-beta T cell differentiation involved in immune response
GO:0001709	cell fate determination
GO:1905507	cytoplasmic sequestering of protein involved in mitotic G2 DNA damage checkpoint
GO:0034975	protein folding in endoplasmic reticulum
GO:1903170	negative regulation of calcium ion transmembrane transport
GO:1900249	positive regulation of cytoplasmic translational elongation
GO:0038195	urokinase plasminogen activator signaling pathway
GO:1905652	negative regulation of artery morphogenesis
GO:0098743	cell aggregation
GO:1903571	negative regulation of protein kinase D signaling
GO:0051347	positive regulation of transferase activity
GO:2000583	regulation of platelet-derived growth factor receptor-alpha signaling pathway
GO:1990867	response to gastrin
GO:0000769	syncytium formation by mitosis without cytokinesis
GO:0032908	regulation of transforming growth factor beta1 production
GO:1905877	invadopodium assembly
GO:0070154	mitochondrial lysyl-tRNA aminoacylation
GO:0032910	regulation of transforming growth factor beta3 production
GO:0019552	glutamate catabolic process via 2-hydroxyglutarate
GO:1903394	protein localization to kinetochore involved in kinetochore assembly
GO:0002861	regulation of inflammatory response to antigenic stimulus
GO:0052305	positive regulation by organism of innate immune response in other organism involved in symbiotic interaction
GO:0060410	negative regulation of acetylcholine metabolic process
GO:1905034	regulation of antifungal innate immune response
GO:0000968	tRNA exon ligation
GO:0050958	magnetoreception
GO:0002100	tRNA wobble adenosine to inosine editing
GO:0075514	endosome lysis involved in viral entry into host cell
GO:1905229	cellular response to thyrotropin-releasing hormone
GO:0032832	regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response
GO:0043948	positive regulation by symbiont of host catalytic activity
GO:0060809	mesodermal to mesenchymal transition involved in gastrulation
GO:0042747	circadian sleep/wake cycle, REM sleep
GO:0019671	glutamate catabolic process via mesaconate and citramalate
GO:1901228	positive regulation of transcription from RNA polymerase II promoter involved in heart development
GO:1902265	abscisic acid homeostasis
GO:0042746	circadian sleep/wake cycle, wakefulness
GO:0010912	positive regulation of isomerase activity
GO:1904706	negative regulation of vascular smooth muscle cell proliferation
GO:0002430	complement receptor mediated signaling pathway
GO:1903675	negative regulation of cap-dependent translational initiation
GO:2000725	regulation of cardiac muscle cell differentiation
GO:1903812	L-serine import across plasma membrane
GO:0045654	positive regulation of megakaryocyte differentiation
GO:0045806	negative regulation of endocytosis
GO:0032455	nerve growth factor processing
GO:0090559	regulation of membrane permeability
GO:0050805	negative regulation of synaptic transmission
GO:1901388	regulation of transforming growth factor beta activation
GO:0090419	negative regulation of transcription involved in G2/M transition of mitotic cell cycle
GO:0045533	negative regulation of interleukin-25 biosynthetic process
GO:0097156	fasciculation of motor neuron axon
GO:0015565	threonine efflux transmembrane transporter activity
GO:1904401	cellular response to Thyroid stimulating hormone
GO:0031542	positive regulation of anthocyanin biosynthetic process
GO:1901472	regulation of Golgi calcium ion export
GO:0009809	lignin biosynthetic process
GO:1904588	cellular response to glycoprotein
GO:0042215	anaerobic phenol-containing compound metabolic process
GO:0002156	negative regulation of thyroid hormone mediated signaling pathway
GO:0042883	cysteine transport
GO:1903415	flavonoid transport from endoplasmic reticulum to plant-type vacuole
GO:0010138	pyrimidine ribonucleotide salvage
GO:0032227	negative regulation of synaptic transmission, dopaminergic
GO:1903712	cysteine transmembrane transport
GO:0018901	2,4-dichlorophenoxyacetic acid metabolic process
GO:0010139	pyrimidine deoxyribonucleotide salvage
GO:0010831	positive regulation of myotube differentiation
GO:2000605	positive regulation of secondary growth
GO:0035723	interleukin-15-mediated signaling pathway
GO:0070305	response to cGMP
GO:0035819	positive regulation of renal sodium excretion by pressure natriuresis
GO:0044541	zymogen activation in other organism
GO:0010077	maintenance of inflorescence meristem identity
GO:0150032	positive regulation of protein localization to lysosome
GO:0071471	cellular response to non-ionic osmotic stress
GO:0018991	oviposition
GO:0050863	regulation of T cell activation
GO:0072715	cellular response to selenite ion
GO:0002560	basophil mediated immunity
GO:0018891	cyclohexanol metabolic process
GO:0060723	regulation of cell proliferation involved in embryonic placenta development
GO:0018934	nitrilotriacetate metabolic process
GO:0042225	interleukin-5 biosynthetic process
GO:0018181	peptidyl-arginine C5-methylation
GO:0042198	nylon metabolic process
GO:0045297	post-mating behavior
GO:0018902	1,3-dichloro-2-propanol metabolic process
GO:0018980	2,4,5-trichlorophenoxyacetic acid metabolic process
GO:0060827	regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation
GO:0035914	skeletal muscle cell differentiation
GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing
GO:0061190	regulation of sclerotome development
GO:0010492	maintenance of shoot apical meristem identity
GO:2000606	regulation of cell proliferation involved in mesonephros development
GO:0018883	caprolactam metabolic process
GO:0006602	creatinine catabolic process
GO:0072209	metanephric mesangial cell differentiation
GO:0090197	positive regulation of chemokine secretion
GO:0002375	cytokine biosynthetic process involved in immune response
GO:0018905	dimethyl ether metabolic process
GO:2000290	regulation of myotome development
GO:0010270	photosystem II oxygen evolving complex assembly
GO:0044704	single-organism reproductive behavior
GO:1900422	positive regulation of cellular alcohol catabolic process by positive regulation of transcription from RNA polymerase II promoter
GO:0072106	regulation of ureteric bud formation
GO:1901113	erythromycin metabolic process
GO:0090671	telomerase RNA localization to Cajal body
GO:0045663	positive regulation of myoblast differentiation
GO:2000463	positive regulation of excitatory postsynaptic potential
GO:0010565	regulation of cellular ketone metabolic process
GO:0075108	negative regulation by symbiont of host adenylate cyclase activity
GO:0018881	bromoxynil metabolic process
GO:0035633	maintenance of permeability of blood-brain barrier
GO:0045657	positive regulation of monocyte differentiation
GO:0010078	maintenance of root meristem identity
GO:0032661	regulation of interleukin-18 production
GO:1903176	regulation of tyrosine 3-monooxygenase activity
GO:0035728	response to hepatocyte growth factor
GO:1902579	multi-organism localization
GO:0010769	regulation of cell morphogenesis involved in differentiation
GO:0018968	tetrahydrofuran metabolic process
GO:0032507	maintenance of protein location in cell
GO:0042091	interleukin-10 biosynthetic process
GO:0099185	postsynaptic intermediate filament cytoskeleton organization
GO:0090140	regulation of mitochondrial fission
GO:1902875	regulation of embryonic pattern specification
GO:0090362	positive regulation of platelet-derived growth factor production
GO:0071705	nitrogen compound transport
GO:1904444	regulation of establishment of Sertoli cell barrier
GO:0033603	positive regulation of dopamine secretion
GO:0072645	interferon-delta production
GO:0051423	positive regulation of endo-1,4-beta-xylanase activity
GO:0019076	viral release from host cell
GO:1903237	negative regulation of leukocyte tethering or rolling
GO:0090299	regulation of neural crest formation
GO:0071210	protein insertion into membrane raft
GO:1902708	response to plumbagin
GO:0050981	detection of electrical stimulus
GO:0086002	cardiac muscle cell action potential involved in contraction
GO:0085002	interaction with host mediated by secreted substance released by symbiont from symbiotic structure
GO:0048689	formation of growth cone in injured axon
GO:1902863	regulation of embryonic camera-type eye development
GO:1900955	positive regulation of 18-methylnonadec-1-ene metabolic process
GO:0035724	CD24 biosynthetic process
GO:0061183	regulation of dermatome development
GO:0019042	viral latency
GO:2000223	regulation of BMP signaling pathway involved in heart jogging
GO:0050826	response to freezing
GO:0085010	interaction with host mediated by secreted substance entering host via endocytosis
GO:2000416	regulation of eosinophil migration
GO:0042769	DNA damage response, detection of DNA damage
GO:0003056	regulation of vascular smooth muscle contraction
GO:0019563	glycerol catabolic process
GO:0006413	translational initiation
GO:0035179	larval turning behavior
GO:0019227	neuronal action potential propagation
GO:0031331	positive regulation of cellular catabolic process
GO:0046384	2-deoxyribose 1-phosphate metabolic process
GO:1900322	negative regulation of maltotetraose transport
GO:1990803	protein phosphorylation involved in protein localization to spindle microtubule
GO:0060262	negative regulation of N-terminal protein palmitoylation
GO:0044047	interaction with host via protein secreted by type I secretion system
GO:0071675	regulation of mononuclear cell migration
GO:1902762	regulation of embryonic skeletal joint development
GO:1904965	regulation of vitamin E biosynthetic process
GO:2000550	negative regulation of B cell chemotaxis
GO:0032250	negative regulation of adenosine transport
GO:0070339	response to bacterial lipopeptide
GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
GO:0046389	deoxyribose 5-phosphate metabolic process
GO:0019232	perception of rate of movement
GO:0052051	interaction with host via protein secreted by type II secretion system
GO:0085011	interaction with host via protein secreted by Sec complex
GO:2000042	negative regulation of double-strand break repair via homologous recombination
GO:1901461	negative regulation of response to formic acid
GO:1904118	regulation of otic vesicle morphogenesis
GO:0036213	contractile ring contraction
GO:0044048	interaction with host via protein secreted by type V secretion system
GO:0070813	hydrogen sulfide metabolic process
GO:0033056	D-ornithine metabolic process
GO:0044049	interaction with host via protein secreted by type VI secretion system
GO:1900927	negative regulation of L-threonine import across plasma membrane
GO:0018920	glyphosate metabolic process
GO:0044098	DNA secretion by the type IV secretion system
GO:1902663	negative regulation of peptidyl-L-cysteine S-palmitoylation
